"country","local_id","global_id","type","day","month","year","participant_age","participant_gender","participant_occupation","participant_occ_detail","participant_education","participant_edu_length","participant_school_year","participant_nationality","hh_size","hh_age_1","hh_age_2","hh_age_3","hh_age_4","hh_age_5","hh_age_6","hh_age_7","hh_age_8","hh_age_9","hh_age_10","hh_age_11","hh_age_12","hh_age_13","hh_age_14","hh_age_15","hh_age_16","hh_age_17","hh_age_18","hh_age_19","hh_age_20","class_size","work_contacts","work_contacts_nr","child_care","child_care_detail","child_relationship","child_nationality","problems","diary_how","diary_missed_unsp","diary_missed_skin","diary_missed_noskin","diary_weight","dayofweek","weekday","holiday","cnt_count"
"BE",1764272,7057088,1,15,11,2010,62,"M",2,NA,2,NA,NA,"BE",2,60,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",14
"BE",1772799,7091196,3,9,11,2010,0,"M",6,NA,5,NA,NA,"BE",4,0,3,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",8
"BE",1773458,7093832,3,6,11,2010,3,"F",5,NA,6,NA,NA,"BE",5,3,5,6,34,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,"Y",3,NA,"BE",NA,NA,4,NA,NA,NA,6,"N","Y",10
"BE",1782073,7128292,1,29,10,2010,37,"M",1,NA,5,NA,NA,"BE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,5,"Y","N",8
"BE",1782328,7129312,1,29,10,2010,25,"F",1,NA,4,NA,NA,"BE",4,0,3,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",8
"BE",1783909,7135636,1,15,11,2010,46,"M",1,NA,4,NA,NA,"BE",5,46,42,2,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",13
"BE",1792042,7168168,3,1,12,2010,1,"M",6,NA,6,NA,NA,"BE",3,1,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE","N",NA,1,NA,NA,NA,3,"Y","N",14
"BE",1792225,7168900,1,20,11,2010,36,"M",1,NA,5,NA,NA,"BE",5,36,36,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","N",19
"BE",1792280,7169120,1,15,11,2010,21,"M",5,NA,3,NA,NA,"BE",3,21,51,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",20,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,1,"Y","N",16
"BE",1800887,7203548,1,28,11,2010,47,"F",1,NA,3,NA,NA,"BE",3,16,18,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,0,"N","N",13
"BE",1802415,7209660,1,6,11,2010,33,"M",4,NA,6,NA,NA,"BE",2,33,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","Y",16
"BE",1806241,7224964,1,8,11,2010,34,"M",1,NA,3,NA,NA,"BE",5,0,3,5,34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",100,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",115
"BE",1812729,7250916,1,29,10,2010,64,"M",2,NA,3,NA,NA,"BE",1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,5,"Y","N",0
"BE",1816406,7265624,1,20,11,2010,35,"F",1,NA,5,NA,NA,"BE",2,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",35,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,6,"N","N",50
"BE",1831685,7326740,1,28,10,2010,47,"F",1,NA,5,NA,NA,"BE",2,21,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,4,"Y","N",13
"BE",1831686,7326744,3,28,10,2010,7,"M",5,NA,3,NA,NA,"BE",5,3,6,7,31,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,"Y",4,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",13
"BE",1845479,7381916,1,7,11,2010,84,"M",2,NA,2,NA,NA,"BE",3,54,84,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","Y",0
"BE",1847859,7391436,1,10,11,2010,35,"M",1,NA,5,NA,NA,"BE",4,39,6,9,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","N",17
"BE",1852219,7408876,1,15,11,2010,23,"M",5,NA,3,NA,NA,"BE",3,23,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",6
"BE",1853372,7413488,1,29,10,2010,53,"F",1,NA,5,NA,NA,"BE",2,53,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",35,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,5,"Y","N",36
"BE",1853417,7413668,1,23,10,2010,77,"F",3,NA,2,NA,NA,"BE",1,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,6,"N","N",3
"BE",1855251,7421004,1,23,10,2010,30,"M",1,NA,3,NA,NA,"BE",2,30,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE","N",NA,4,NA,NA,NA,6,"N","N",48
"BE",1855531,7422124,1,28,10,2010,73,"F",3,NA,6,NA,NA,"BE",1,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",8
"BE",1855719,7422876,1,15,11,2010,23,"M",5,NA,3,NA,NA,"BE",4,57,57,24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",12
"BE",1857424,7429696,1,21,11,2010,42,"F",3,NA,4,NA,NA,"BE",5,16,17,19,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",13
"BE",1870264,7481056,1,22,11,2010,33,"F",1,NA,5,NA,NA,"BE",2,31,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",8
"BE",1872396,7489584,1,11,11,2010,36,"F",1,NA,3,NA,NA,"BE",3,41,36,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,NA,NA,NA,NA,4,"Y","Y",18
"BE",1873453,7493812,1,5,11,2010,29,"M",1,NA,5,NA,NA,"BE",3,21,59,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",30,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,5,"Y","Y",37
"BE",1875588,7502352,3,6,11,2010,7,"F",5,NA,2,NA,NA,"BE",5,48,43,18,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,"Y",4,NA,"BE","N",NA,1,NA,NA,NA,6,"N","Y",8
"BE",1879039,7516156,3,21,11,2010,1,"F",6,NA,5,NA,NA,"BE",4,1,4,31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",7
"BE",1883604,7534416,1,22,10,2010,40,"F",1,NA,3,NA,NA,"BE",3,15,40,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",20,NA,NA,NA,"BE","N",NA,4,NA,NA,NA,5,"Y","N",11
"BE",1884589,7538356,1,16,11,2010,33,"F",1,NA,6,NA,NA,"BE",4,1,3,33,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",30,NA,NA,NA,"BE","N",NA,4,NA,NA,NA,2,"Y","N",46
"BE",1884850,7539400,2,30,10,2010,14,"F",5,NA,1,NA,NA,"BE",2,14,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,6,"N","Y",9
"BE",1884960,7539840,1,21,10,2010,48,"F",1,NA,4,NA,NA,"BE",1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",5,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",30
"BE",1885217,7540868,1,22,10,2010,42,"M",1,NA,6,NA,NA,"BE",4,10,13,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",35,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,5,"Y","N",40
"BE",1885830,7543320,1,28,10,2010,63,"M",2,NA,5,NA,NA,"BE",2,61,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",17
"BE",1897845,7591380,2,14,12,2010,16,"M",5,NA,3,NA,NA,"BE",4,14,16,46,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",15,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,2,"Y","N",12
"BE",1898184,7592736,1,9,12,2010,41,"F",1,NA,5,NA,NA,"BE",4,9,11,48,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,4,"Y","N",9
"BE",1898958,7595832,1,10,12,2010,68,"F",3,NA,1,NA,NA,"BE",4,40,42,72,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,5,"Y","N",4
"BE",1903720,7614880,3,26,11,2010,0,"F",NA,NA,5,NA,NA,"BE",5,37,36,9,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE",NA,NA,2,NA,NA,NA,5,"Y","N",25
"BE",1905662,7622648,1,18,11,2010,35,"F",1,NA,2,NA,NA,"BE",2,35,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",6
"BE",1907281,7629124,1,12,12,2010,42,"F",1,NA,3,NA,NA,"BE",4,10,13,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",5
"BE",1910577,7642308,1,8,12,2010,41,"F",1,NA,6,NA,NA,"BE",4,9,12,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",17
"BE",1912031,7648124,1,18,11,2010,87,"M",2,NA,6,NA,NA,"BE",1,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",2
"BE",1912923,7651692,1,27,11,2010,18,"F",5,NA,3,NA,NA,"BE",4,16,18,46,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,NA,NA,NA,NA,6,"N","N",13
"BE",1913741,7654964,1,8,12,2010,78,"F",3,NA,1,NA,NA,"BE",2,78,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,4,"Y","N",2
"BE",1917048,7668192,3,9,12,2010,3,"F",5,NA,4,NA,NA,"BE",5,3,13,17,39,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,"Y",3,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",6
"BE",1918747,7674988,1,7,11,2010,30,"F",1,NA,3,NA,NA,"BE",4,27,53,55,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","Y",4
"BE",1920918,7683672,1,28,11,2010,43,"F",1,NA,5,NA,NA,"BE",4,12,14,41,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",3
"BE",1926226,7704904,3,20,11,2010,1,"M",6,NA,4,NA,NA,"BE",5,0,1,3,27,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE","N",NA,1,NA,NA,NA,6,"N","N",4
"BE",1934483,7737932,3,8,12,2010,7,"F",5,NA,3,NA,NA,"BE",4,7,9,32,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,"Y",4,NA,"BE",NA,NA,3,NA,NA,NA,3,"Y","N",34
"BE",1934666,7738664,1,19,11,2010,46,"F",1,NA,3,NA,NA,"BE",5,18,20,22,49,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",20,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,5,"Y","N",21
"BE",1942939,7771756,3,14,12,2010,5,"M",5,NA,6,NA,NA,"BE",5,39,37,7,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,"Y",3,NA,"BE","N",NA,2,NA,NA,NA,2,"Y","N",14
"BE",1944122,7776488,1,28,10,2010,27,"M",1,NA,5,NA,NA,"BE",3,27,58,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,4,"Y","N",6
"BE",1956565,7826260,3,21,11,2010,5,"M",5,NA,5,NA,NA,"BE",4,5,8,33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,"Y",3,NA,"BE",NA,NA,4,NA,NA,NA,0,"N","N",21
"BE",1956865,7827460,1,27,11,2010,85,"M",3,NA,5,NA,NA,"BE",2,78,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,6,"N","N",2
"BE",1963183,7852732,1,24,10,2010,64,"F",2,NA,5,NA,NA,"BE",2,64,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,4,NA,NA,NA,0,"N","N",11
"BE",1963806,7855224,1,14,12,2010,84,"M",2,NA,1,NA,NA,"BE",1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,2,"Y","N",5
"BE",1968886,7875544,1,8,12,2010,47,"M",1,NA,3,NA,NA,"BE",5,70,45,17,22,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",28
"BE",1969308,7877232,3,13,12,2010,2,"M",6,NA,NA,NA,NA,NA,5,2,6,34,36,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,NA,NA,NA,1,NA,NA,NA,1,"Y","N",10
"BE",1969565,7878260,3,10,12,2010,1,"M",6,NA,5,NA,NA,"BE",3,38,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE",NA,NA,2,NA,NA,NA,5,"Y","N",11
"BE",1971182,7884728,3,9,11,2010,7,"F",5,NA,3,NA,NA,"BE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,"Y",4,NA,"BE","N",NA,2,NA,NA,NA,2,"Y","N",15
"BE",1984762,7939048,3,1,12,2010,11,"M",5,NA,4,NA,NA,"BE",3,11,14,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,"Y",4,NA,"BE",NA,NA,3,NA,NA,NA,3,"Y","N",26
"BE",1995289,7981156,1,28,10,2010,20,"F",5,NA,3,NA,NA,"BE",3,20,52,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",4
"BE",1998644,7994576,1,7,11,2010,41,"F",3,NA,4,NA,NA,"BE",4,13,16,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","Y",10
"BE",2000279,8001116,2,17,12,2010,13,"F",5,NA,1,NA,NA,"BE",4,11,13,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,5,"Y","N",15
"BE",2013264,8053056,1,14,12,2010,39,"F",3,NA,4,NA,NA,"BE",3,11,43,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",7
"BE",2015361,8061444,1,11,11,2010,37,"M",1,NA,3,NA,NA,"BE",2,58,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","Y",1
"BE",2017841,8071364,1,13,12,2010,43,"M",1,NA,3,NA,NA,"OT",3,43,41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"OT","N",NA,1,NA,NA,NA,1,"Y","N",13
"BE",2023250,8093000,1,28,10,2010,74,"M",2,NA,1,NA,NA,"BE",1,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",1
"BE",2023267,8093068,1,28,11,2010,31,"M",1,NA,5,NA,NA,"BE",3,0,29,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,0,"N","N",9
"BE",2024100,8096400,1,28,11,2010,51,"M",1,NA,3,NA,NA,"BE",3,53,51,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,0,"N","N",6
"BE",2025318,8101272,1,28,10,2010,38,"F",1,NA,3,NA,NA,"BE",4,48,38,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",100,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",106
"BE",2029873,8119492,1,12,12,2010,54,"F",1,NA,2,NA,NA,"BE",2,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,0,"N","N",12
"BE",2034097,8136388,1,10,12,2010,40,"F",1,NA,4,NA,NA,"EU",3,39,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"EU",NA,NA,3,NA,NA,NA,5,"Y","N",4
"BE",2034768,8139072,1,17,11,2010,40,"F",4,NA,5,NA,NA,"BE",2,39,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,3,"Y","N",10
"BE",2035239,8140956,3,11,12,2010,6,"M",5,NA,5,NA,NA,"BE",4,6,10,41,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,"Y",4,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","N",4
"BE",2038087,8152348,1,27,10,2010,58,"M",6,NA,2,NA,NA,"BE",1,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,NA,NA,NA,NA,3,"Y","N",0
"BE",2053694,8214776,3,23,12,2010,2,"M",6,NA,5,NA,NA,"BE",6,39,37,11,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",11
"BE",2079701,8318804,3,3,11,2010,3,"M",5,NA,5,NA,NA,"BE",5,1,3,7,36,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"Y",3,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","Y",17
"BE",2083865,8335460,3,29,10,2010,0,"M",3,NA,3,NA,NA,"BE",5,0,24,35,64,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",7
"BE",2090081,8360324,2,24,10,2010,16,"M",5,NA,2,NA,NA,"BE",5,16,18,20,43,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",4
"BE",2090355,8361420,1,29,10,2010,54,"F",3,NA,3,NA,NA,"BE",4,66,17,25,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",15
"BE",2097163,8388652,1,3,11,2010,25,"M",4,NA,6,NA,NA,"BE",4,47,53,22,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","Y",13
"BE",2098284,8393136,3,18,11,2010,0,"F",6,NA,5,NA,NA,"BE",3,32,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE",NA,NA,2,NA,NA,NA,4,"Y","N",9
"BE",2109257,8437028,1,5,11,2010,28,"F",NA,NA,5,NA,NA,"BE",2,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","Y",11
"BE",2112961,8451844,1,27,11,2010,30,"M",1,NA,5,NA,NA,"BE",2,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,6,"N","N",10
"BE",2122475,8489900,1,29,10,2010,27,"M",1,NA,5,NA,NA,"BE",2,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,5,"Y","N",50
"BE",2126389,8505556,3,6,11,2010,5,"M",5,NA,3,NA,NA,"BE",3,5,41,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"Y",3,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","Y",6
"BE",2130421,8521684,3,5,11,2010,10,"M",5,NA,6,NA,NA,"BE",5,41,39,10,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"Y",4,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","Y",8
"BE",2141029,8564116,1,14,1,2011,83,"M",2,NA,3,NA,NA,"BE",2,83,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,6,"N","N",28
